filename,height,weight,label,xmin,ymin,xmax,ymax,path
Cheetah_44,640,1024,Cheetah,353.333248,38.66688,947.999744,639.33312,./data/annotations/train/Cheetah_44.txt
Cheetah_45,768,1024,Cheetah,34.56,130.56,591.36,732.800256,./data/annotations/train/Cheetah_45.txt
Cheetah_46,689,1024,Cheetah,88.37529599999999,103.830922,974.048256,580.04154,./data/annotations/train/Cheetah_46.txt
Cheetah_47,678,1024,Cheetah,448.0,156.215268,1015.04,611.416332,./data/annotations/train/Cheetah_47.txt
Cheetah_48,768,1024,Cheetah,159.200256,0.0,1023.2002560000001,767.199744,./data/annotations/train/Cheetah_48.txt
Cheetah_49,681,1024,Cheetah,202.88,231.27100500000003,654.08,541.9813409999999,./data/annotations/train/Cheetah_49.txt
Cheetah_5,683,1024,Cheetah,187.52,151.706594,877.44,617.7086149999999,./data/annotations/train/Cheetah_5.txt
Cheetah_50,680,1024,Cheetah,0.0,154.31240000000003,730.24,580.7533199999999,./data/annotations/train/Cheetah_50.txt
Cheetah_51,683,1024,Cheetah,14.72,134.549634,925.44,578.5638359999999,./data/annotations/train/Cheetah_51.txt
Cheetah_52,683,1024,Cheetah,282.88,246.674329,1023.36,484.3788190000001,./data/annotations/train/Cheetah_52.txt
Cheetah_53,936,1024,Cheetah,90.88,135.726552,1023.36,935.359776,./data/annotations/train/Cheetah_53.txt
Cheetah_54,683,1024,Cheetah,64.64,117.89126399999999,871.68,628.539629,./data/annotations/train/Cheetah_54.txt
Cheetah_55,768,1024,Cheetah,128.910336,147.18796799999998,940.244992,655.78752,./data/annotations/train/Cheetah_55.txt
Cheetah_56,680,1024,Cheetah,39.04,134.4632,874.88,621.7328399999999,./data/annotations/train/Cheetah_56.txt
Cheetah_57,683,1024,Cheetah,0.0,82.00029699999999,910.999552,682.000088,./data/annotations/train/Cheetah_57.txt
Cheetah_58,679,1024,Cheetah,426.99980800000003,0.0,1022.999552,677.9998330000001,./data/annotations/train/Cheetah_58.txt
Cheetah_59,686,1024,Cheetah,81.067008,59.745112,1022.932992,684.93327,./data/annotations/train/Cheetah_59.txt
Cheetah_6,927,1024,Cheetah,120.32,53.13564,1023.36,926.359443,./data/annotations/train/Cheetah_6.txt
Cheetah_60,681,1024,Cheetah,0.0,35.234939999999995,865.92,680.359179,./data/annotations/train/Cheetah_60.txt
Cheetah_61,680,1024,Cheetah,288.248832,142.52936,984.9825279999999,679.2037200000001,./data/annotations/train/Cheetah_61.txt
Cheetah_62,683,1024,Cheetah,259.2,131.22274099999998,882.56,447.438764,./data/annotations/train/Cheetah_62.txt
Cheetah_63,768,1024,Cheetah,147.2,86.4,1022.4005119999999,766.400256,./data/annotations/train/Cheetah_63.txt
Cheetah_64,708,1024,Cheetah,0.0,88.41999599999998,928.0,707.3592600000001,./data/annotations/train/Cheetah_64.txt
Cheetah_65,1024,1024,Cheetah,0.0,0.0,1022.4005119999999,1022.4005119999999,./data/annotations/train/Cheetah_65.txt
Cheetah_66,768,1024,Cheetah,148.48,0.0,1022.72,766.719744,./data/annotations/train/Cheetah_66.txt
Cheetah_67,768,1024,Cheetah,0.0,138.879744,1023.36,767.360256,./data/annotations/train/Cheetah_67.txt
Cheetah_68,778,1024,Cheetah,60.837888,8.3246,1023.36,777.3597060000001,./data/annotations/train/Cheetah_68.txt
Cheetah_69,660,1024,Cheetah,238.08,263.74392,704.0,628.63218,./data/annotations/train/Cheetah_69.txt
Cheetah_7,1024,768,Cheetah,0.0,175.36,636.690432,1023.36,./data/annotations/train/Cheetah_7.txt
Cheetah_70,680,1024,Cheetah,1.92,163.27684000000002,837.76,501.99640000000005,./data/annotations/train/Cheetah_70.txt
Cheetah_71,1024,768,Cheetah,0.0,105.6,767.360256,1023.36,./data/annotations/train/Cheetah_71.txt
Cheetah_72,663,1024,Cheetah,0.0,27.667652999999998,1022.976,661.975002,./data/annotations/train/Cheetah_72.txt
Cheetah_73,683,1024,Cheetah,398.72,158.25588100000002,1023.36,682.3593460000001,./data/annotations/train/Cheetah_73.txt
Cheetah_74,681,1024,Cheetah,0.0,16.999803,778.999808,680.000292,./data/annotations/train/Cheetah_74.txt
Cheetah_75,1024,768,Cheetah,0.0,107.52,767.360256,1023.36,./data/annotations/train/Cheetah_75.txt
Cheetah_76,678,1024,Cheetah,0.0,187.586328,630.4,677.359968,./data/annotations/train/Cheetah_76.txt
Cheetah_77,683,1024,Cheetah,85.76,136.343875,559.36,618.988557,./data/annotations/train/Cheetah_77.txt
Cheetah_78,858,1024,Cheetah,104.32,46.706946,1023.36,857.3599320000001,./data/annotations/train/Cheetah_78.txt
Cheetah_79,683,1024,Cheetah,193.422336,113.833561,962.8446720000001,681.577311,./data/annotations/train/Cheetah_79.txt
Cheetah_8,768,1024,Cheetah,60.16,442.88025600000003,1023.36,767.360256,./data/annotations/train/Cheetah_8.txt
Cheetah_80,683,1024,Cheetah,401.92,0.0,636.8,640.7127380000001,./data/annotations/train/Cheetah_80.txt
Cheetah_81,1024,680,Cheetah,64.60952,105.6,548.8620000000001,993.92,./data/annotations/train/Cheetah_81.txt
Cheetah_82,768,1024,Cheetah,110.08,0.0,1022.72,766.719744,./data/annotations/train/Cheetah_82.txt
Cheetah_83,683,1024,Cheetah,34.56,44.209224,1023.36,682.3593460000001,./data/annotations/train/Cheetah_83.txt
Cheetah_84,680,1024,Cheetah,206.72,81.95836,1023.36,679.35944,./data/annotations/train/Cheetah_84.txt
Cheetah_85,766,1024,Cheetah,33.92,137.06038,764.8,744.2241519999999,./data/annotations/train/Cheetah_85.txt
Cheetah_86,768,1024,Cheetah,0.0,229.99987199999998,871.999488,767.000064,./data/annotations/train/Cheetah_86.txt
Cheetah_87,819,1024,Cheetah,0.0,62.705097,1022.72,817.7207219999999,./data/annotations/train/Cheetah_87.txt
Cheetah_88,768,1024,Cheetah,0.0,0.0,925.44,733.4399999999999,./data/annotations/train/Cheetah_88.txt
Cheetah_89,860,1024,Cheetah,187.52,39.701899999999995,965.12,848.4734199999999,./data/annotations/train/Cheetah_89.txt
Cheetah_9,768,1024,Cheetah,29.44,204.800256,846.72,611.199744,./data/annotations/train/Cheetah_9.txt
Cheetah_90,768,1024,Cheetah,243.2,0.0,1022.72,766.719744,./data/annotations/train/Cheetah_90.txt
Cheetah_91,768,1024,Cheetah,42.24,34.56,696.32,765.440256,./data/annotations/train/Cheetah_91.txt
Cheetah_92,926,1024,Cheetah,123.52,131.18827199999998,1023.36,925.360134,./data/annotations/train/Cheetah_92.txt
Cheetah_93,683,1024,Cheetah,117.12,146.723426,1023.36,682.3593460000001,./data/annotations/train/Cheetah_93.txt
Cheetah_94,717,1024,Cheetah,177.92,174.284058,647.04,698.418228,./data/annotations/train/Cheetah_94.txt
Cheetah_95,768,1024,Cheetah,0.0,53.120256,963.2,767.360256,./data/annotations/train/Cheetah_95.txt
Cheetah_96,941,768,Cheetah,106.43788800000002,140.56187500000001,758.591232,940.411875,./data/annotations/train/Cheetah_96.txt
Cheetah_97,802,1024,Cheetah,104.32,19.842282,1023.36,801.360004,./data/annotations/train/Cheetah_97.txt
Cheetah_98,683,1024,Cheetah,0.0,41.646608,931.84,682.3593460000001,./data/annotations/train/Cheetah_98.txt
Cheetah_99,685,1024,Cheetah,0.0,112.56742,513.28,684.36021,./data/annotations/train/Cheetah_99.txt
Crocodile_0,682,1024,Crocodile,0.0,63.977738,1013.76,680.720568,./data/annotations/train/Crocodile_0.txt
Crocodile_1,680,1024,Crocodile,0.0,56.32507999999999,693.248,570.4214,./data/annotations/train/Crocodile_1.txt
Crocodile_10,683,1024,Crocodile,80.0,0.0,744.96,682.3593460000001,./data/annotations/train/Crocodile_10.txt
Crocodile_100,681,1024,Crocodile,238.08,124.167411,766.08,494.109084,./data/annotations/train/Crocodile_100.txt
Crocodile_101,712,1024,Crocodile,0.0,37.136496,531.2,555.129312,./data/annotations/train/Crocodile_101.txt
Crocodile_102,768,1024,Crocodile,158.999552,197.999616,935.999488,314.99980800000003,./data/annotations/train/Crocodile_102.txt
Crocodile_103,682,1024,Crocodile,0.0,136.4,853.12,680.719204,./data/annotations/train/Crocodile_103.txt
Crocodile_104,768,1024,Crocodile,0.0,0.0,553.6,766.08,./data/annotations/train/Crocodile_104.txt
Crocodile_105,683,1024,Crocodile,0.0,28.832162,1023.36,580.4857979999999,./data/annotations/train/Crocodile_105.txt
Crocodile_106,481,1024,Crocodile,122.88,110.162468,676.48,302.306095,./data/annotations/train/Crocodile_106.txt
Crocodile_107,768,1024,Crocodile,293.12,362.240256,736.64,431.36025600000005,./data/annotations/train/Crocodile_107.txt
Crocodile_11,680,1024,Crocodile,201.6,15.367320000000001,1023.36,605.08508,./data/annotations/train/Crocodile_11.txt
Crocodile_12,622,1024,Crocodile,270.72,292.44262999999995,875.52,573.366442,./data/annotations/train/Crocodile_12.txt
Crocodile_13,768,1024,Crocodile,273.60051200000004,128.000256,876.8,491.199744,./data/annotations/train/Crocodile_13.txt
Crocodile_14,768,1024,Crocodile,0.0,262.400256,784.64,593.28,./data/annotations/train/Crocodile_14.txt
Crocodile_15,289,1024,Crocodile,0.0,7.899815,1022.025728,281.100185,./data/annotations/train/Crocodile_15.txt
Crocodile_16,755,1024,Crocodile,0.0,86.377285,978.56,754.3605150000001,./data/annotations/train/Crocodile_16.txt
Crocodile_17,768,1024,Crocodile,83.2,246.399744,1023.36,735.999744,./data/annotations/train/Crocodile_17.txt
Crocodile_18,704,1024,Crocodile,0.0,1.3038079999999999,992.7127039999999,703.348096,./data/annotations/train/Crocodile_18.txt
Crocodile_19,731,1024,Crocodile,0.0,0.0,1023.36,730.359644,./data/annotations/train/Crocodile_19.txt
Crocodile_2,683,1024,Crocodile,213.12,105.076818,938.24,570.2346509999999,./data/annotations/train/Crocodile_2.txt
Crocodile_20,683,1024,Crocodile,256.0,79.99979,1022.999552,293.00016999999997,./data/annotations/train/Crocodile_20.txt
Crocodile_21,768,1024,Crocodile,232.96,186.879744,1023.36,602.240256,./data/annotations/train/Crocodile_21.txt
